time_since_med,x_mean,y_mean,z_mean,x_std,y_std,z_std,rms,rec_num_acc,gx_mean,gy_mean,gz_mean,gx_std,gy_std,gz_std,gx_zcr,gy_zcr,gz_zcr,g_rms,rec_num_gyro,hrv_mean,hrv_std,rec_num_hrv,user,day,date
1.0726833333333332,-1.4987442781872458,-9.44841326119403,0.7725150065061058,0.8305780047394831,0.9738981952774495,3.3424188803021155,5.541225105244728,737,0.03605215171272728,0.05771010712090909,0.0017326359890909083,0.7799321439884211,0.3312142268325209,0.2745529119343892,0.4036697247706422,0.43119266055045874,0.45871559633027525,0.039298923371575964,110,111.89469697165643,47.38674520627394,21,yaron_week1,1,2.05
1.0976833333333333,0.703077029957806,-1.4411780962616036,9.462996360497892,1.3274625127103297,1.7826485789761772,1.3737505823888367,5.541347962785314,237,-0.012797625899999998,-0.15711453883999998,-0.050762902224999996,0.5780164183441597,0.683588659427558,0.34065397305260775,0.46153846153846156,0.4358974358974359,0.358974358974359,0.0956131612033391,40,258.67345058093167,82.18881832916377,20,yaron_week1,1,2.05
1.2810166666666676,4.575933713618421,-2.1333912159210526,6.938239005921054,1.7760414771334423,4.004590250536337,1.9599750220479055,4.954112363645755,152,0.07409204804193546,-0.07200327648387099,0.05683017222580645,1.012487695980586,0.2546517942608257,0.2874246873997766,0.4666666666666667,0.5,0.3,0.0680778277235598,31,101.86763075600284,30.077289424576502,30,yaron_week1,1,2.05
1.2893500000000009,3.06126007593361,2.9148163852033195,8.572026909128633,0.5302622271866428,0.8238754598682543,0.5566136756557583,5.518064671083518,241,0.005345071102499993,-0.011392634762500006,0.014294247067500002,0.2522142156744649,0.158734107730793,0.19988463241839163,0.4358974358974359,0.5384615384615384,0.46153846153846156,0.010995262785236748,40,103.32808452629263,22.623344620507464,25,yaron_week1,1,2.05
1.2976833333333344,0.7836910861301369,1.8889431447602736,9.318151071232876,0.9459522931973119,0.6704477796779543,0.8038833391686009,5.50787972844164,146,0.018580486333333337,0.032681292037500004,-0.08277224387499998,0.18223281318302084,0.2209762970149077,0.2637111487929854,0.43478260869565216,0.5652173913043478,0.43478260869565216,0.05248665124812219,24,105.62107624838593,23.790299575967545,14,yaron_week1,1,2.05
1.3060166666666677,1.9097441834711542,1.232599478846154,8.856497430384614,2.136110482749207,2.1788001958729417,1.7810759894285968,5.279014145840837,104,-0.2716168559892857,-0.0008726630714285585,0.06296274956785712,1.3719299854045128,0.3372475445607796,0.4184356785418412,0.4444444444444444,0.37037037037037035,0.48148148148148145,0.1609770023238157,28,106.94343108530435,43.13448197201883,13,yaron_week1,1,2.05
1.3310166666666676,1.6306979723175965,0.9671855615922746,9.387757360515021,0.4877274320922051,1.0014174923703894,0.6620969939982059,5.5294548268757095,233,-0.08278831965789474,0.03903107386842106,0.04433595838157895,0.4132681282983328,0.18880525664555706,0.26279777323750564,0.4864864864864865,0.5135135135135135,0.5135135135135135,0.05871685676394529,38,125.49387436323467,47.61347210962525,12,yaron_week1,1,2.05
1.5060166666666677,1.6614741071914896,1.0591336973387235,9.367828656170214,0.6642284380338399,1.0891537761852956,0.5235724183558345,5.526857881565558,235,-0.03687921229767443,-0.025230155055813965,0.002358223769767441,0.26706354521711645,0.1270637629812194,0.029184352740982824,0.40476190476190477,0.30952380952380953,0.5714285714285714,0.02583407467658204,43,62.1047989115347,12.679082602610448,28,yaron_week1,1,2.05
1.514350000000001,3.183680177301587,-7.419745071958731,4.647259487301587,2.1552730288117217,3.072499785795704,2.135679303043992,5.378520773921443,63,-0.1846722058625,-0.111750162509375,-0.11323914359999998,1.0192263884077377,0.4219834381792947,0.8058540466477241,0.45161290322580644,0.3548387096774194,0.4838709677419355,0.1407302692887529,32,80.2899626348862,4.843997923126726,24,yaron_week1,1,2.05
1.5476833333333344,1.0132718322826855,-1.319357416614841,9.095360774558303,2.9156951718837005,1.0104266148756262,0.8359617769263203,5.338320941340011,283,-0.0003941052580645181,0.036592796591935484,-0.034031107500000005,0.2874869182256467,0.5423751788007136,0.4872576077308743,0.4262295081967213,0.4918032786885246,0.5737704918032787,0.028851945971631075,62,137.49321477745505,31.95097256792657,11,yaron_week1,1,2.05
1.564350000000001,-1.892977412100769,-3.4998514053553844,7.944922615538461,3.5945406973712184,2.186473784535856,1.392009686656766,5.1301110679719955,650,0.03803738076288659,0.0327096299185567,0.01447183720618557,0.5050905288378769,0.6821099881985695,0.7957056753950333,0.4791666666666667,0.4270833333333333,0.3958333333333333,0.030145183677397464,97,100.96227671944621,22.86443782101303,17,yaron_week1,1,2.05
1.5726833333333343,-0.5751397362476319,-5.672524746534506,-0.16485650944248953,2.798668105150562,3.164191785422978,7.158842450124891,3.2932000842626676,739,-0.17504741611739127,-0.18562866603043476,0.0002974656295652161,0.8889040502673892,1.1573445536548004,0.31877729731248355,0.3333333333333333,0.4473684210526316,0.41228070175438597,0.14730884565815522,115,97.21073915059795,11.341870463750793,20,yaron_week1,1,2.05
1.639350000000001,1.2054862835421054,-0.6145136702727275,8.637764249760766,1.8896726770830872,4.067987686479859,0.9915901008716342,5.047831067736102,418,-0.09992009356571428,-0.06440264766857143,-0.05796238534857143,0.8432967290376546,0.5062098219481864,0.470581320425543,0.36231884057971014,0.30434782608695654,0.30434782608695654,0.07635741448433922,70,70.84356641849736,9.19568060373432,19,yaron_week1,1,2.05
1.6476833333333343,0.5925630620510078,0.8692362700775194,8.683565401550387,2.082989329158183,3.5294177255269426,1.931810645463137,5.050115865295518,645,-0.12867439921249996,-0.09325512601964288,0.0508545291705357,1.22239923112191,0.6926839334622122,0.9385200598898294,0.42342342342342343,0.3063063063063063,0.44144144144144143,0.09633241524152043,112,97.75450681538331,17.066215319666906,21,yaron_week1,1,2.05
1.6560166666666676,0.0007880287507337478,0.15877522784696022,8.901290568176101,1.411114655779443,3.902552701857102,1.4124472967575183,5.139980025028242,477,0.04831536441599999,0.004544839463999993,-0.02956587888533334,1.067936368981786,0.34406571402954467,0.6439768106589646,0.4864864864864865,0.47297297297297297,0.527027027027027,0.03280838916429053,75,81.3019700656165,9.22727454485836,18,yaron_week1,1,2.05
1.6643500000000009,0.09602961575462185,2.166983908907563,9.349166496638656,0.7096384129630541,0.9953499551736791,0.7047816506953679,5.541117670964857,238,0.06003139259090909,-0.007136016250000007,-0.013605634434090907,0.2769177920000774,0.16441076253063863,0.22025423001609448,0.5116279069767442,0.4883720930232558,0.4883720930232558,0.035776175092176635,44,79.10090419779475,13.567467554123382,26,yaron_week1,1,2.05
1.689350000000001,-0.1940016519319149,1.8754953524038296,9.351283201276598,1.126350325325732,1.8086154820490028,1.1489450478883505,5.507619478756031,235,0.13021075574473687,-0.02215190444736842,0.1284424515263158,0.8924831323868894,0.43780985089800484,1.0310033725082135,0.4594594594594595,0.43243243243243246,0.40540540540540543,0.10636887254009175,38,93.35659690262601,17.75100813629302,24,yaron_week1,1,2.05
1.7976833333333344,0.7547593555851064,0.6310122345212765,9.60668334574468,0.3708340878195847,0.5622933045510206,0.42717237354159165,5.575428325260968,188,0.02242748128571428,-0.014093534224999997,-0.00021816619642857336,0.11885874960040467,0.10077318503126595,0.08566441577006066,0.5925925925925926,0.37037037037037035,0.5185185185185185,0.015293432362309152,28,159.229420346945,94.689126467597,11,yaron_week1,1,2.05
1.8060166666666677,2.021708451162791,-0.844763451488372,9.192620958139534,1.1135322834261112,2.1310829281047075,1.4119319058763655,5.456042840450693,43,-0.1720196542,-0.13227268513333332,0.008470663693333335,0.42493352783279714,0.18336512787036324,0.10326185408985772,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.12537753228665688,15,164.10913561023258,55.37996964357011,16,yaron_week1,1,2.05
1.814350000000001,0.51930034,-1.9600866484873947,8.430748766386555,2.6247793846577347,3.457723992964192,2.375750665269312,5.006300606057367,119,-0.008572646399159674,0.003798656430252105,0.0282229998277311,0.8550063963304299,0.4095947730468288,0.9970095918800206,0.423728813559322,0.4745762711864407,0.4152542372881356,0.017170301649808317,119,330.11308249356676,229.21904787051812,24,yaron_week1,1,2.05
1.8310166666666676,0.2599129136059322,-2.052774334190678,9.491609823728814,0.6707840367563193,1.424608815637363,0.7609838894697752,5.60868654367718,236,0.11844356366578947,0.04205324869473683,0.06967079313157894,0.8270745438829498,0.3171574655459455,0.43659945256368177,0.40540540540540543,0.40540540540540543,0.43243243243243246,0.08296861437759978,38,291.45440002381014,46.91063936607022,12,yaron_week1,1,2.05
1.889350000000001,-1.879383122,-2.575807025797666,6.469431119221789,4.776434866906648,4.505750694307128,3.0675329039883685,4.164148642870567,257,-0.22208544958823526,0.2739011969705883,-0.1627776204117647,1.2783215802655832,0.7249154035474781,0.6334685624299952,0.44776119402985076,0.3880597014925373,0.40298507462686567,0.22423229497379582,68,203.16438212497346,84.13743720755217,12,yaron_week1,1,2.05
1.9226833333333344,-2.4062754604635193,-1.4863368538660944,9.181619704721031,1.225048547191342,2.0468179621141984,0.8059400815487592,5.54681588051232,233,-0.13884802345945949,0.12705996729729732,-0.05104852965945946,0.44553456496107946,0.4908210406637117,0.4992474863565067,0.3055555555555556,0.3333333333333333,0.4444444444444444,0.11258916657266452,37,175.747050483103,68.18419864238734,14,yaron_week1,1,2.05
1.9726833333333342,-5.493708783576688,-6.010709445153374,4.313587650993865,3.463198761177777,4.46212239436877,3.4844201673558306,5.320291428597072,163,-0.5139486981272727,0.048225043272727273,-0.25953998156363633,2.237029128751448,1.4159545796399349,1.9692069179738219,0.46296296296296297,0.3333333333333333,0.37037037037037035,0.33358153482840724,55,151.63629004022,47.4400285949298,18,yaron_week1,1,2.05
1.9810166666666675,-1.9829911240591398,-4.595374126129032,4.386653778494623,5.041738492069606,5.779956287583998,4.227648645541576,3.842414541646726,186,-0.16218941790769237,-0.1732225841630769,0.15993391760769235,3.6740234303699837,1.331485520636655,1.1673350670209985,0.5,0.34375,0.3125,0.1652173608177164,65,177.5892288716171,27.973897557990128,23,yaron_week1,1,2.05
2.0060166666666674,-2.1476922437229438,0.6641059493939393,9.45501353030303,0.17403028142809324,0.1479630068514027,0.20558051286357415,5.611027818619967,231,0.024553803807317073,0.04764748723658536,0.038410014646341466,0.16175480871182168,0.24968133826844435,0.3222842612286551,0.525,0.4,0.45,0.03807230641162046,41,62.10488421891344,7.7985478786238716,18,yaron_week1,1,2.05
2.1726833333333344,1.6812732476113537,-0.5010572774117904,9.516941295196506,0.5461443430959941,0.93842272102449,0.8277247544829323,5.587185031975628,229,-0.03098183587179488,-0.003132640120512822,0.0019422369358974355,0.280643462536268,0.195139007628195,0.12167542386104922,0.5,0.5263157894736842,0.6052631578947368,0.018013512265580404,39,104.49492630933517,48.58694774988404,15,yaron_week1,1,2.05
2.439350000000001,5.257855217977529,-6.696124856067416,0.927901137094382,2.3370842441099615,2.593222423528122,4.316185296705991,4.944496270315054,89,0.08552114944444443,-0.10181087594444443,0.06176525619444446,1.61136401628339,0.6871084228972476,0.7951525744067094,0.34285714285714286,0.2571428571428571,0.2571428571428571,0.08464488237265029,36,137.61845015915688,48.581033643520655,21,yaron_week1,1,2.05
2.497683333333334,0.726914862991342,-1.7719476335627706,8.556856141991341,5.767381200100448,5.374362068900093,3.8118022629650925,5.062541873698803,231,-0.09504436628974358,0.23811213783333338,-0.08517653536153849,1.307032030304825,1.7108127179712627,1.6602619016545501,0.4473684210526316,0.3684210526315789,0.4473684210526316,0.15597634855235235,39,176.89633620580494,90.3608955790692,12,yaron_week1,1,2.05
2.5143500000000008,-8.790333754629629,-1.7145587699999998,-0.48553522872222205,3.345550512868211,1.7979249127554995,3.0010646977055497,5.178333829585705,108,0.218911900969697,0.06308572021212117,-0.03609658290909094,1.560081573351864,1.2680742583373448,0.7304227772961521,0.5625,0.46875,0.5,0.1331730600616623,33,119.03911981430173,26.86879722947039,22,yaron_week1,1,2.05
2.714350000000001,-1.2219064834642859,-5.205114194660713,5.705322778964287,3.281587938904425,3.2687302850877216,5.4527061462834086,4.5143097385225746,280,-0.1424136642462687,-0.005288086497014931,-0.08460939798656716,2.4005106322304877,1.1563479002785042,1.2271928711038702,0.3787878787878788,0.4696969696969697,0.4393939393939394,0.0956876269439579,67,135.64969789308844,35.13144237274747,12,yaron_week1,1,2.05
2.8893500000000008,-0.7708926855739495,2.282599701806723,8.16893567512605,4.178872373027408,3.9363006403100127,2.645198723562277,4.917182356990863,119,0.1292812966363637,-0.3968402856818182,-0.2670591872727272,1.4037970393118002,1.7891332711385108,1.953811579914997,0.5714285714285714,0.38095238095238093,0.3333333333333333,0.28607485937936833,22,219.27134182995994,181.9822257459131,26,yaron_week1,1,2.05
2.906016666666668,1.9322676349243932,2.979705263467903,8.771569482453637,1.312143543853874,1.0150481094889436,0.7829167145126168,5.463598718049811,701,0.005448257783783778,-0.023754403531891892,-0.016998564183243244,0.34465785348465483,0.1832801733454718,0.1441850886309843,0.45108695652173914,0.44565217391304346,0.4782608695652174,0.01715523617175777,185,121.51925363140627,17.64283586029785,19,yaron_week1,1,2.05
2.9226833333333344,1.6136301030996312,7.008022736608857,5.431948918819189,1.0518906979162534,2.7179053036244962,1.5805528783738934,5.203276334615751,271,0.04153883642406417,-0.045092961602673794,-0.037984711774331555,0.4869573895966617,0.22569656897348675,0.3555466818197103,0.42473118279569894,0.3064516129032258,0.41397849462365593,0.04164007863482975,187,251.1565924791648,89.97267737499958,15,yaron_week1,1,2.05
2.9310166666666677,2.1200576749834434,7.638918560596026,5.276364661589404,0.4508983965583815,0.5413479226904592,1.0098154970885254,5.498113172193533,604,0.0026459939524064164,-0.009858777004812833,0.00938837799197861,0.18158993211431676,0.11252157006333499,0.07818525837748011,0.43010752688172044,0.3010752688172043,0.3279569892473118,0.008007047090887417,187,188.04001646088855,125.02581860191886,19,yaron_week1,1,2.05
2.939350000000001,2.838554886484732,4.382011262477654,7.383139454115269,1.123630725791704,2.789887797922409,1.8227852571387255,5.2207970255821055,989,-0.03473392823225804,0.010805088908602154,0.006483054561290334,0.6905482545714147,0.4141066378692027,0.3458625018325146,0.4486486486486487,0.372972972972973,0.4540540540540541,0.021332492534559554,186,141.67205115200753,15.289017350352394,11,yaron_week1,1,2.05
2.9476833333333343,-0.05914955978352674,1.6999498526914154,8.422268286566124,2.834213096849036,4.177392980824383,2.1103623517713856,4.960777199289967,431,-0.03332981369931507,0.01339719693424657,0.0724000830349315,0.6953769546830519,0.37738582877038906,0.6463800115018332,0.4689655172413793,0.4827586206896552,0.47586206896551725,0.04666238095936602,146,87.32113380221263,21.5095996672933,28,yaron_week1,1,2.05
3.1726833333333344,1.3832755852307697,-0.8359038116752137,9.516798326923078,0.3756575338608088,0.7511410172736387,0.3399706703492854,5.5731988696616765,234,-0.006169739875,-0.02251038483,0.0237626577775,0.18318359828990224,0.13245070766187259,0.06343825937383621,0.3333333333333333,0.28205128205128205,0.23076923076923078,0.019230592120979537,40,84.56441192684741,27.16355683104321,29,yaron_week1,1,2.05
3.2060166666666676,5.782306080645161,-6.9047232483870955,-2.213478106451613,1.9031044590866892,2.1251514400528317,3.971551561476774,5.3544296949604835,31,0.06715575087096774,0.02770569472258065,0.057578978096774196,1.2629310991675067,0.4526304510019814,0.4845969928062466,0.43333333333333335,0.43333333333333335,0.23333333333333334,0.0535189658400743,31,77.450283334985,10.408478393478367,12,yaron_week1,1,2.05
